CRN,COLLISION_TYPE,COUNTY,IMPACT_POINT_NAME,FULL_VIN,Make,Model,ModelYear
2022100422,Angle,Philadelphia,front quarter panel/side mirror,1G1ZD5ST5JFA00000,HYUNDAI,Sonata,2020
2022100422,Angle,Philadelphia,front quarter panel/side mirror,1G1ZD5ST5JFA00000,CHEVROLET,Malibu,2018
2022100424,Head-on,Philadelphia,front bumper,19XFA1F89AEA00000,HONDA,Civic,2010
2022100470,Angle,Montgomery,rear bumper/tail light,5NPDH4AE6DHA00000,HYUNDAI,Elantra,2013
2022100475,Rear-end,Delaware,front bumper/headlight,19XFC2F87KEA00000,HONDA,Civic,2019
2022100485,Rear-end,Montgomery,front bumper,1N4AL3AP3HNA00000,NISSAN,Altima,2017
2022100693,Angle,Philadelphia,front bumper/headlight,4T1G11AK7MUA00000,TOYOTA,Camry,2021
2022100783,Other,Montgomery,front bumper,JM1DE1LZ2D0A00000,MAZDA,Mazda2,2013
2022100785,Angle,Philadelphia,front bumper/headlight,JTDKDTB35E1A00000,TOYOTA,Prius C,2014
2022100786,Angle,Philadelphia,front bumper/headlight,3N1AB8DV2LYA00000,NISSAN,Sentra,2020
2022100798,Angle,Philadelphia,rear bumper/tail light,4T1BK3DB7BUA00000,TOYOTA,Avalon,2011
2022100800,Sideswipe (same dir.),Philadelphia,rear bumper,2T1BURHE1HCA00000,TOYOTA,Corolla,2017
2022100818,Angle,Montgomery,front bumper,3N1AB7AP0JLA00000,NISSAN,Sentra,2018
2022100818,Angle,Montgomery,front bumper,3N1AB7AP0JLA00000,TOYOTA,Camry,2020
2022100818,Angle,Montgomery,rear bumper/tail light,4T1C31AK4LUA00000,NISSAN,Sentra,2018
2022100818,Angle,Montgomery,rear bumper/tail light,4T1C31AK4LUA00000,TOYOTA,Camry,2020
2022100909,Angle,Montgomery,front bumper,2G1WF5E31D1A00000,CHEVROLET,Impala,2013
2022100968,Rear-end,Delaware,rear bumper,1HGCR2F82GAA00000,HONDA,Accord,2016
2022100968,Rear-end,Delaware,rear bumper,1HGCR2F82GAA00000,HYUNDAI,Elantra,2010
2022100968,Rear-end,Delaware,rear bumper,KMHDU4AD7AUA00000,HONDA,Accord,2016
2022100968,Rear-end,Delaware,rear bumper,KMHDU4AD7AUA00000,HYUNDAI,Elantra,2010
2022101011,Rear-end,Delaware,rear bumper,WAULDAF83NNA00000,AUDI,A8 L,2022
2022101024,Angle,Montgomery,front bumper/headlight,2HGFC2F65MHA00000,HONDA,Civic,2021
2022101040,Hit fixed object,Philadelphia,front bumper/headlight,3N1CN7AP6KLA00000,NISSAN,Versa,2019
2022101109,Head-on,Philadelphia,front bumper/headlight,3VWGZ7AJ9BMA00000,VOLKSWAGEN,Jetta,2011
2022101157,Rear-end,Delaware,rear bumper,3N1AB7AP9KYA00000,NISSAN,Sentra,2019
2022101313,Rear-end,Philadelphia,rear bumper,1HGCP3F81BAA00000,HONDA,Accord,2011
2022101324,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,KMHDU4AD4AUA00000,HYUNDAI,Elantra,2010
2022101330,Rear-end,Chester,rear bumper,1VWBP7A31CCA00000,VOLKSWAGEN,Passat,2012
2022101404,Rear-end,Philadelphia,rear bumper,JTDKARFU9K3A00000,TOYOTA,Prius,2019
2022101404,Rear-end,Philadelphia,rear bumper,JTDKARFU9K3A00000,MAZDA,Mazda6,2016
2022101404,Rear-end,Philadelphia,rear bumper,JM1GJ1U50G1A00000,TOYOTA,Prius,2019
2022101404,Rear-end,Philadelphia,rear bumper,JM1GJ1U50G1A00000,MAZDA,Mazda6,2016
2022101444,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,JA32X2HU5BUA00000,MITSUBISHI,Lancer,2011
2022101448,Angle,Philadelphia,front bumper,3LN6L2JK4FRA00000,LINCOLN,MKZ,2015
2022101451,Rear-end,Philadelphia,front bumper/headlight,1G1JC5SH2F4A00000,CHEVROLET,Sonic,2015
2022101459,Sideswipe (Opposite dir.),Philadelphia,front bumper,19XFB2F71FEA00000,HONDA,Civic,2015
2022101483,Angle,Montgomery,front bumper,WAUDFAFL7CAA00000,AUDI,A4,2012
2022101580,Rear-end,Philadelphia,rear bumper/tail light,KMHGN4JE8JUA00000,GENESIS,G80,2018
2022101616,Angle,Philadelphia,front bumper/headlight,4T1BF1FK9HUA00000,TOYOTA,Camry,2017
2022101633,Angle,Montgomery,front bumper,19UUA8F20AAA00000,ACURA,TL,2010
2022101710,Angle,Delaware,rear bumper/tail light,WBA3B5G53DNA00000,BMW,328i,2013
2022101768,Head-on,Delaware,front bumper,1N4AL2APXACA00000,NISSAN,Altima,2010
2022101768,Head-on,Delaware,front bumper,1N4AL2APXACA00000,FORD,Fusion,2020
2022101768,Head-on,Delaware,front bumper,3FA6P0K95LRA00000,NISSAN,Altima,2010
2022101768,Head-on,Delaware,front bumper,3FA6P0K95LRA00000,FORD,Fusion,2020
2022101852,Angle,Philadelphia,front bumper,WVWGU7AN9AEA00000,VOLKSWAGEN,Passat,2010
2022101866,Angle,Delaware,front bumper/headlight,1HGCV1F48JAA00000,HONDA,Accord,2018
2022101879,Rear-end,Montgomery,rear bumper,4T1BF3EK7AUA00000,TOYOTA,Camry,2010
2022102002,Angle,Montgomery,front quarter panel/side mirror,1G4PP5SK1D4A00000,BUICK,Verano,2013
2022102011,Angle,Philadelphia,front bumper,1G4PR5SK2H4A00000,BUICK,Verano,2017
2022102030,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,99999999999A00000,,,NA
2022102035,Angle,Delaware,front bumper,KNAE35LD1N6A00000,KIA,Stinger,2022
2022102142,Rear-end,Philadelphia,rear bumper,3FA6P0SU0GRA00000,FORD,Fusion,2016
2022102142,Rear-end,Philadelphia,rear bumper,3FA6P0SU0GRA00000,CHEVROLET,Malibu,2021
2022102142,Rear-end,Philadelphia,rear bumper,1G1ZG5STXMFA00000,FORD,Fusion,2016
2022102142,Rear-end,Philadelphia,rear bumper,1G1ZG5STXMFA00000,CHEVROLET,Malibu,2021
2022102149,Rear-end,Montgomery,rear bumper,JTNB11HK2J3A00000,TOYOTA,Camry,2018
2022102149,Rear-end,Montgomery,rear bumper,JTNB11HK2J3A00000,CHEVROLET,Cruze,2016
2022102149,Rear-end,Montgomery,front bumper,1G1PJ5SB4G7A00000,TOYOTA,Camry,2018
2022102149,Rear-end,Montgomery,front bumper,1G1PJ5SB4G7A00000,CHEVROLET,Cruze,2016
2022102225,Rear-end,Philadelphia,rear bumper/tail light,19XFB2F53DEA00000,HONDA,Civic,2013
2022102270,Rear-end,Delaware,rear bumper,JTDKN3DU2A0A00000,TOYOTA,Prius,2010
2022102306,Rear-end,Philadelphia,front bumper,5YJ3E1EB6KFA00000,TESLA,Model 3,2019
2022102363,Angle,Montgomery,front bumper,4T4BF1FK6CRA00000,TOYOTA,Camry,2012
2022102364,Angle,Montgomery,front bumper,19XFB2F51FEA00000,HONDA,Civic,2015
2022102365,Rear-end,Montgomery,rear bumper,1G1PD5SBXD7A00000,CHEVROLET,Cruze,2013
2022102367,Hit pedestrian,Montgomery,front quarter panel/side mirror,5XXG14J26MGA00000,KIA,K5,2021
2022102410,Head-on,Montgomery,front bumper/headlight,WAUMFAFM8CAA00000,AUDI,A3,2012
2022102429,Angle,Montgomery,front bumper/headlight,1G1ZE5ST9HFA00000,CHEVROLET,Malibu,2017
2022102462,Angle,Montgomery,front bumper,5YFEPRAE4LPA00000,TOYOTA,Corolla,2020
2022102519,Rear-end,Chester,rear bumper,3MZBN1V31JMA00000,MAZDA,Mazda3,2018
2022102521,Rear-end,Chester,rear bumper,JTDEPMAEXNJA00000,TOYOTA,Corolla,2022
2022102629,Sideswipe (Opposite dir.),Delaware,front quarter panel/side mirror,1N4AL3APXFCA00000,NISSAN,Altima,2015
2022102664,Rear-end,Montgomery,rear bumper,4T1BF1FK5DUA00000,TOYOTA,Camry,2013
2022102664,Rear-end,Montgomery,rear bumper,4T1BF1FK5DUA00000,SUBARU,Legacy,2013
2022102664,Rear-end,Montgomery,rear bumper,4S3BMBA62D3A00000,TOYOTA,Camry,2013
2022102664,Rear-end,Montgomery,rear bumper,4S3BMBA62D3A00000,SUBARU,Legacy,2013
2022102851,Rear-end,Montgomery,rear bumper,1N4BL4BV4KCA00000,NISSAN,Altima,2019
2022102948,Angle,Philadelphia,front bumper/headlight,4T1C31AK1MUA00000,TOYOTA,Camry,2021
2022102959,Angle,Philadelphia,rear bumper,1G4GD5ED8BFA00000,BUICK,LaCrosse,2011
2022102962,Sideswipe (Opposite dir.),Philadelphia,rear bumper/tail light,NMTKHMBX9JRA00000,TOYOTA,C-HR,2018
2022103070,Angle,Montgomery,front bumper/headlight,YV4102WK6N1A00000,VOLVO,V60CC,2022
2022103219,Rear-end,Philadelphia,front bumper,5NPDH4AE7DHA00000,HYUNDAI,Elantra,2013
2022103221,Hit pedestrian,Philadelphia,front bumper,5NPDH4AE6CHA00000,HYUNDAI,Elantra,2012
2022103249,Rear-end,Montgomery,rear bumper,2C3CDXGJ9KHA00000,DODGE,Charger,2019
2022103250,Angle,Montgomery,front quarter panel/side mirror,1FAHP2EW4BGA00000,FORD,Taurus,2011
2022103332,Hit fixed object,Philadelphia,front bumper,1FAHP2H80GGA00000,FORD,Taurus,2016
2022103386,Angle,Montgomery,front bumper/headlight,JTDEPRAE5LJA00000,TOYOTA,Corolla,2020
2022103389,Angle,Montgomery,front bumper/headlight,1N4AL3AP3FCA00000,NISSAN,Altima,2015
2022103390,Rear-end,Delaware,rear bumper,2G1FC1E32D9A00000,CHEVROLET,Camaro,2013
2022103430,Angle,Delaware,front bumper/headlight,2T1BURHE1FCA00000,TOYOTA,Corolla,2015
2022103430,Angle,Delaware,front bumper/headlight,2T1BURHE1FCA00000,KIA,Optima,2019
2022103430,Angle,Delaware,front quarter panel/side mirror,5XXGW4L20KGA00000,TOYOTA,Corolla,2015
2022103430,Angle,Delaware,front quarter panel/side mirror,5XXGW4L20KGA00000,KIA,Optima,2019
2022103478,Rear-end,Philadelphia,rear bumper,JHMCR6F59HCA00000,HONDA,Accord,2017
2022103552,Other,Montgomery,front bumper,5NPLM4AG2NHA00000,HYUNDAI,Elantra,2022
2022103613,Hit fixed object,Montgomery,rear bumper,1N4AL3AP7GCA00000,NISSAN,Altima,2016
2022103614,Rear-end,Montgomery,rear bumper,5NPD84LF8JHA00000,HYUNDAI,Elantra,2018
2022103628,Rear-end,Philadelphia,rear bumper,5NPD74LF8LHA00000,HYUNDAI,Elantra,2020
2022103633,Rear-end,Montgomery,rear bumper,KMHGN4JE6FUA00000,HYUNDAI,Genesis,2015
2022103633,Rear-end,Montgomery,rear bumper,KMHGN4JE6FUA00000,INFINITI,Q50,2015
2022103633,Rear-end,Montgomery,rear bumper,JN1BV7AR6FMA00000,HYUNDAI,Genesis,2015
2022103633,Rear-end,Montgomery,rear bumper,JN1BV7AR6FMA00000,INFINITI,Q50,2015
2022103681,Angle,Chester,front bumper/headlight,19XFB2F56CEA00000,HONDA,Civic,2012
2022103689,Angle,Philadelphia,front bumper,19UDE2F71KAA00000,ACURA,ILX,2019
2022103692,Angle,Philadelphia,rear bumper/tail light,1C3CCCBB1FNA00000,CHRYSLER,200,2015
2022103697,Rear-end,Philadelphia,rear bumper/tail light,1G4ZP5SS6HUA00000,BUICK,LaCrosse,2017
2022103707,Angle,Montgomery,front bumper,1HGCP2F37BAA00000,HONDA,Accord,2011
2022103731,Sideswipe (same dir.),Montgomery,rear bumper/tail light,5YFEPMAE1MPA00000,TOYOTA,Corolla,2021
2022103750,Rear-end,Delaware,rear bumper,1FAHP2H80DGA00000,FORD,Taurus,2013
2022103827,Angle,Montgomery,front bumper,1FADP3F29JLA00000,FORD,Focus,2018
2022103830,Rear-end,Montgomery,rear bumper/tail light,4T1B11HK0KUA00000,TOYOTA,Camry,2019
2022103841,Angle,Montgomery,front bumper/headlight,4T1BF3EK1BUA00000,TOYOTA,Camry,2011
2022103992,Angle,Philadelphia,front bumper/headlight,1HGCV1F54MAA00000,HONDA,Accord,2021
2022103998,Sideswipe (same dir.),Philadelphia,front bumper,1G1JE6SB1F4A00000,CHEVROLET,Sonic,2015
2022104059,Rear-end,Delaware,rear bumper,YV440MWK8J2A00000,VOLVO,V60CC,2018
2022104134,Sideswipe (same dir.),Philadelphia,front bumper/headlight,1N4AL3AP8FNA00000,NISSAN,Altima,2015
2022104144,Rear-end,Philadelphia,rear bumper,JN1BY1AR3BMA00000,INFINITI,M37,2011
2022104144,Rear-end,Philadelphia,rear bumper,JN1BY1AR3BMA00000,TOYOTA,Corolla,2020
2022104144,Rear-end,Philadelphia,rear bumper,JN1BY1AR3BMA00000,TOYOTA,Corolla,2020
2022104144,Rear-end,Philadelphia,front bumper/headlight,5YFS4RCE1LPA00000,INFINITI,M37,2011
2022104144,Rear-end,Philadelphia,front bumper/headlight,5YFS4RCE1LPA00000,TOYOTA,Corolla,2020
2022104144,Rear-end,Philadelphia,front bumper/headlight,5YFS4RCE1LPA00000,TOYOTA,Corolla,2020
2022104144,Rear-end,Philadelphia,front bumper/headlight,5YFS4RCE1LPA00000,INFINITI,M37,2011
2022104144,Rear-end,Philadelphia,front bumper/headlight,5YFS4RCE1LPA00000,TOYOTA,Corolla,2020
2022104144,Rear-end,Philadelphia,front bumper/headlight,5YFS4RCE1LPA00000,TOYOTA,Corolla,2020
2022104157,Angle,Montgomery,front bumper,5NPD84LFXHHA00000,HYUNDAI,Elantra,2017
2022104194,Backing,Montgomery,front bumper,2HGFC2F82MHA00000,HONDA,Civic,2021
2022104213,Rear-end,Montgomery,rear bumper,1HGCR2F56DAA00000,HONDA,Accord,2013
2022104216,Angle,Montgomery,front bumper/headlight,JTHBK1GG1F2A00000,LEXUS,ES,2015
2022104252,Rear-end,Montgomery,front bumper,3FA6P0H74ERA00000,FORD,Fusion,2014
2022104263,Rear-end,Montgomery,rear bumper,99999999999A00000,,,NA
2022104454,Rear-end,Delaware,front quarter panel/side mirror,WBA73BJ09NCA00000,BMW,540i,2022
2022104464,Rear-end,Delaware,rear bumper,3KPF24AD6KEA00000,KIA,Forte,2019
2022104469,Rear-end,Delaware,rear bumper,WBA3B5C5XFPA00000,BMW,328i,2015
2022104477,Rear-end,Delaware,rear bumper/tail light,19UUB1F52JAA00000,ACURA,TLX,2018
2022104479,Rear-end,Delaware,rear bumper,1HGCV3F9XNAA00000,HONDA,Accord,2022
2022104493,Rear-end,Delaware,front bumper,1VWAT7A30FCA00000,VOLKSWAGEN,Passat,2015
2022104496,Rear-end,Delaware,rear bumper,JTHBK1GG0E2A00000,LEXUS,ES,2014
2022104510,Rear-end,Delaware,rear bumper,5NPD74LF1JHA00000,HYUNDAI,Elantra,2018
2022104515,Rear-end,Philadelphia,rear bumper,1N4AL2AP6ANA00000,NISSAN,Altima,2010
2022104629,Rear-end,Montgomery,front bumper,1YVHZ8EH5D5A00000,MAZDA,Mazda6,2013
2022104683,Rear-end,Montgomery,front bumper,KMHCM3AC7AUA00000,HYUNDAI,Accent,2010
2022104692,Sideswipe (same dir.),Montgomery,front bumper/headlight,3C3CFFBR6DTA00000,FIAT,500,2013
2022104713,Angle,Delaware,front bumper,1FADP3F20DLA00000,FORD,Focus,2013
2022104720,Angle,Montgomery,front quarter panel/side mirror,99999999999A00000,,,NA
2022104779,Hit pedestrian,Montgomery,front bumper,1LNHL9EK8EGA00000,LINCOLN,MKS,2014
2022104954,Angle,Philadelphia,front bumper,2HGFA1F53BHA00000,HONDA,Civic,2011
2022104954,Angle,Philadelphia,front bumper,2HGFA1F53BHA00000,NISSAN,Altima,2014
2022104954,Angle,Philadelphia,front bumper/headlight,1N4AL3AP2ECA00000,HONDA,Civic,2011
2022104954,Angle,Philadelphia,front bumper/headlight,1N4AL3AP2ECA00000,NISSAN,Altima,2014
2022104956,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,3FA6P0K98GRA00000,FORD,Fusion,2016
2022104958,Hit fixed object,Philadelphia,front bumper/headlight,2B3CA3CV0AHA00000,DODGE,Charger,2010
2022105022,Angle,Delaware,front bumper/headlight,1C3CCCAB7FNA00000,CHRYSLER,200,2015
2022105035,Hit pedestrian,Montgomery,front bumper,3HGGK5H44KMA00000,HONDA,Fit,2019
2022105154,Rear-end,Montgomery,front bumper,2T1BURHE5HCA00000,TOYOTA,Corolla,2017
2022105207,Rear-end,Montgomery,rear bumper,JM1BL1VG8B1A00000,MAZDA,Mazda3,2011
2022105285,Sideswipe (same dir.),Delaware,front bumper/headlight,1G1JC5SH4G4A00000,CHEVROLET,Sonic,2016
2022105399,Sideswipe (same dir.),Montgomery,rear bumper/tail light,4T1BK3EK8BUA00000,TOYOTA,Camry,2011
2022105401,Rear-end,Delaware,rear bumper/tail light,1HGCR2F33FAA00000,HONDA,Accord,2015
2022105414,Rear-end,Delaware,rear bumper/tail light,1FA6P0G77E5A00000,FORD,Fusion,2014
2022105487,Angle,Philadelphia,front bumper/headlight,1G4GE5ED6BFA00000,BUICK,LaCrosse,2011
2022105500,Hit pedestrian,Montgomery,front bumper/headlight,2T1BU4EE3BCA00000,TOYOTA,Corolla,2011
2022105502,Backing,Montgomery,front quarter panel/side mirror,1G4GB5ERXCFA00000,BUICK,LaCrosse,2012
2022105522,Rear-end,Philadelphia,rear bumper,99999999999A00000,,,NA
2022105522,Rear-end,Philadelphia,rear bumper,99999999999A00000,FORD,Taurus,2012
2022105522,Rear-end,Philadelphia,rear bumper,1FAHP2EW9CGA00000,,,NA
2022105522,Rear-end,Philadelphia,rear bumper,1FAHP2EW9CGA00000,FORD,Taurus,2012
2022105577,Hit fixed object,Montgomery,front quarter panel/side mirror,1N4AL2APXANA00000,NISSAN,Altima,2010
2022105578,Rear-end,Montgomery,rear bumper,WBA4J3C52KBA00000,BMW,430i,2019
2022105672,Hit fixed object,Philadelphia,front bumper,5NPDH4AE7DHA00000,HYUNDAI,Elantra,2013
2022105808,Sideswipe (same dir.),Philadelphia,rear bumper,5NPEL4JA4LHA00000,HYUNDAI,Sonata,2020
2022105911,Rear-end,Philadelphia,rear bumper,1FAHP2MK9GGA00000,FORD,Taurus,2016
2022105913,Rear-end,Philadelphia,rear bumper,99999999999A00000,,,NA
2022106004,Rear-end,Montgomery,rear bumper,1G1JB5SG7H4A00000,CHEVROLET,Sonic,2017
2022106023,Rear-end,Montgomery,rear bumper,2C3CCAEGXGHA00000,CHRYSLER,300,2016
2022106023,Rear-end,Montgomery,rear bumper,2C3CCAEGXGHA00000,MITSUBISHI,Lancer,2015
2022106023,Rear-end,Montgomery,rear bumper,JA32U2FU4FUA00000,CHRYSLER,300,2016
2022106023,Rear-end,Montgomery,rear bumper,JA32U2FU4FUA00000,MITSUBISHI,Lancer,2015
2022106029,Rear-end,Delaware,rear bumper,4T1S11AK0PUA00000,TOYOTA,Camry,2023
2022106071,Rear-end,Chester,rear bumper,1G1ZD5EU5CFA00000,CHEVROLET,Malibu,2012
2022106149,Hit pedestrian,Philadelphia,front bumper/headlight,1G1PC5SB8D7A00000,CHEVROLET,Cruze,2013
2022106153,Angle,Philadelphia,front bumper/headlight,2C3CCAGG5EHA00000,CHRYSLER,300,2014
2022106157,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1G1FB1RSXG0A00000,CHEVROLET,Camaro,2016
2022106158,Backing,Philadelphia,rear bumper,JTHCF5C21C5A00000,LEXUS,IS,2012
2022106159,Angle,Philadelphia,front bumper/headlight,3FAHP0HA5CRA00000,FORD,Fusion,2012
2022106159,Angle,Philadelphia,front bumper/headlight,3FAHP0HA5CRA00000,HONDA,Accord,2018
2022106159,Angle,Philadelphia,front quarter panel/side mirror,1HGCV1F54JAA00000,FORD,Fusion,2012
2022106159,Angle,Philadelphia,front quarter panel/side mirror,1HGCV1F54JAA00000,HONDA,Accord,2018
2022106164,Hit pedestrian,Philadelphia,front bumper/headlight,3KPFK4A72HEA00000,KIA,Forte,2017
2022106167,Angle,Philadelphia,front bumper,3FAHP0HA1CRA00000,FORD,Fusion,2012
2022106211,Rear-end,Chester,rear bumper,7JR102FK9LGA00000,VOLVO,S60,2020
2022106256,Angle,Montgomery,front bumper,2C3CDXGJ7JHA00000,DODGE,Charger,2018
2022106268,Rear-end,Philadelphia,rear bumper/tail light,1N4AL2AP4BNA00000,NISSAN,Altima,2011
2022106272,Angle,Philadelphia,rear bumper/tail light,5NPD74LF0LHA00000,HYUNDAI,Elantra,2020
2022106273,Angle,Delaware,front bumper/headlight,2T1BURHE9FCA00000,TOYOTA,Corolla,2015
2022106283,Rear-end,Delaware,rear bumper,4T1BF3EKXAUA00000,TOYOTA,Camry,2010
2022106330,Rear-end,Delaware,rear bumper,KMHD74LF5KUA00000,HYUNDAI,Elantra,2019
2022106335,Angle,Montgomery,rear bumper/tail light,3N1AB7AP8KLA00000,NISSAN,Sentra,2019
2022106414,Hit pedestrian,Philadelphia,front bumper,1HGCS1B75BAA00000,HONDA,Accord,2011
2022106433,Angle,Montgomery,rear bumper/tail light,3VW267AJ8GMA00000,VOLKSWAGEN,Jetta,2016
2022106526,Rear-end,Delaware,front bumper/headlight,3FA6P0LU3JRA00000,FORD,Fusion,2018
2022106559,Angle,Montgomery,front quarter panel/side mirror,19XFC1F33LEA00000,HONDA,Civic,2020
2022106632,Angle,Philadelphia,front quarter panel/side mirror,1FAHP2L89GGA00000,FORD,Taurus,2016
2022106643,Angle,Philadelphia,front quarter panel/side mirror,99999999999A00000,,,NA
2022106706,Head-on,Delaware,front bumper/headlight,3KPFL4A72HEA00000,KIA,Forte,2017
2022106706,Head-on,Delaware,front bumper/headlight,3KPFL4A72HEA00000,NISSAN,Sentra,2017
2022106706,Head-on,Delaware,front bumper,3N1AB7AP1HYA00000,KIA,Forte,2017
2022106706,Head-on,Delaware,front bumper,3N1AB7AP1HYA00000,NISSAN,Sentra,2017
2022106728,Sideswipe (same dir.),Philadelphia,front bumper/headlight,3FADP4EJ6KMA00000,FORD,Fiesta,2019
2022106802,Rear-end,Montgomery,front bumper/headlight,2T1BU4EE5DCA00000,TOYOTA,Corolla,2013
2022106817,Rear-end,Chester,front bumper/headlight,3VWD17AJ4EMA00000,VOLKSWAGEN,Jetta,2014
2022106839,Rear-end,Delaware,front bumper,2HGFG3B55DHA00000,HONDA,Civic,2013
2022106857,Rear-end,Chester,rear bumper,ZAM56PPA9E1A00000,MASERATI,Quattroporte,2014
2022106862,Hit fixed object,Chester,front bumper,5XXGM4A79DGA00000,KIA,Optima,2013
2022107031,Angle,Delaware,front quarter panel/side mirror,1G1ZD5ST7LFA00000,CHEVROLET,Malibu,2020
2022107033,Hit pedestrian,Philadelphia,rear bumper/tail light,4T1BF1FK0FUA00000,TOYOTA,Camry,2015
2022107095,Rear-end,Delaware,rear bumper,3N1CN8EV2LLA00000,NISSAN,Versa,2020
2022107135,Angle,Delaware,front bumper,YV1960AS7A1A00000,VOLVO,S80,2010
2022107169,Angle,Delaware,front bumper,3VWDP7AJ2CMA00000,VOLKSWAGEN,Jetta,2012
2022107192,Rear-end,Montgomery,front bumper,3VWPL7AJ3EMA00000,VOLKSWAGEN,Jetta SportWagen,2014
2022107209,Angle,Chester,front bumper,JTDEPMAE9MJA00000,TOYOTA,Corolla,2021
2022107243,Rear-end,Chester,front bumper,2HGFC2F75JHA00000,HONDA,Civic,2018
2022107243,Rear-end,Chester,front bumper,2HGFC2F75JHA00000,FORD,Focus,2014
2022107243,Rear-end,Chester,rear bumper,1FADP3K26ELA00000,HONDA,Civic,2018
2022107243,Rear-end,Chester,rear bumper,1FADP3K26ELA00000,FORD,Focus,2014
2022107516,Rear-end,Philadelphia,front bumper,WBA8Z9C38HGA00000,BMW,330i,2017
2022107516,Rear-end,Philadelphia,front bumper,WBA8Z9C38HGA00000,CHRYSLER,200,2015
2022107516,Rear-end,Philadelphia,front bumper,WBA8Z9C38HGA00000,INFINITI,Q50,2016
2022107516,Rear-end,Philadelphia,rear bumper,1C3CCCAB3FNA00000,BMW,330i,2017
2022107516,Rear-end,Philadelphia,rear bumper,1C3CCCAB3FNA00000,CHRYSLER,200,2015
2022107516,Rear-end,Philadelphia,rear bumper,1C3CCCAB3FNA00000,INFINITI,Q50,2016
2022107516,Rear-end,Philadelphia,front bumper,JN1EV7ARXGMA00000,BMW,330i,2017
2022107516,Rear-end,Philadelphia,front bumper,JN1EV7ARXGMA00000,CHRYSLER,200,2015
2022107516,Rear-end,Philadelphia,front bumper,JN1EV7ARXGMA00000,INFINITI,Q50,2016
2022107517,Angle,Montgomery,front quarter panel/side mirror,1HGCV1F58KAA00000,HONDA,Accord,2019
2022107521,Angle,Philadelphia,rear bumper/tail light,JN1AJ0HR6CMA00000,INFINITI,EX35,2012
2022107543,Angle,Delaware,front quarter panel/side mirror,1C3CCCABXFNA00000,CHRYSLER,200,2015
2022107545,Rear-end,Montgomery,front bumper/headlight,19UUA8F27CAA00000,ACURA,TL,2012
2022107583,Sideswipe (same dir.),Chester,rear bumper/tail light,3C3CFFAR0CTA00000,FIAT,500,2012
2022107593,Angle,Delaware,front bumper,1HGCR2F87EAA00000,HONDA,Accord,2014
2022107602,Rear-end,Montgomery,rear bumper,5XXGU4L35GGA00000,KIA,Optima,2016
2022107715,Rear-end,Philadelphia,front bumper,3KPA24AD4NEA00000,KIA,Rio,2022
2022107715,Rear-end,Philadelphia,front bumper,3KPA24AD4NEA00000,HONDA,Civic,2013
2022107715,Rear-end,Philadelphia,rear bumper,2HGFB2F57DHA00000,KIA,Rio,2022
2022107715,Rear-end,Philadelphia,rear bumper,2HGFB2F57DHA00000,HONDA,Civic,2013
2022107723,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1HGCT1B32GAA00000,HONDA,Accord,2016
2022107801,Angle,Delaware,front quarter panel/side mirror,1G1P75SZ2E7A00000,CHEVROLET,Cruze,2014
2022107801,Angle,Delaware,front quarter panel/side mirror,1G1P75SZ2E7A00000,CHRYSLER,300,2019
2022107801,Angle,Delaware,front bumper/headlight,2C3CCABG9KHA00000,CHEVROLET,Cruze,2014
2022107801,Angle,Delaware,front bumper/headlight,2C3CCABG9KHA00000,CHRYSLER,300,2019
2022107904,Angle,Montgomery,front bumper/headlight,JTDZN3EU5D3A00000,TOYOTA,Prius V,2013
2022107904,Angle,Montgomery,front bumper/headlight,JTDZN3EU5D3A00000,CHEVROLET,Impala,2012
2022107904,Angle,Montgomery,front bumper,2G1WB5E37C1A00000,TOYOTA,Prius V,2013
2022107904,Angle,Montgomery,front bumper,2G1WB5E37C1A00000,CHEVROLET,Impala,2012
2022107976,Rear-end,Delaware,rear bumper,1N4AL3AP4ECA00000,NISSAN,Altima,2014
2022108015,Rear-end,Philadelphia,front bumper,3VWC57BU5KMA00000,VOLKSWAGEN,Jetta,2019
2022108059,Angle,Philadelphia,front bumper,1HGCR2F37FAA00000,HONDA,Accord,2015
2022108072,Sideswipe (same dir.),Philadelphia,front bumper/headlight,1G4GB5G39EFA00000,BUICK,LaCrosse,2014
2022108077,Angle,Philadelphia,front bumper/headlight,1HGCP2F68BAA00000,HONDA,Accord,2011
2022108077,Angle,Philadelphia,front bumper/headlight,1HGCP2F68BAA00000,HONDA,Accord,2020
2022108077,Angle,Philadelphia,front bumper/headlight,1HGCV1F12LAA00000,HONDA,Accord,2011
2022108077,Angle,Philadelphia,front bumper/headlight,1HGCV1F12LAA00000,HONDA,Accord,2020
2022108078,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1N4AL3AP7FCA00000,NISSAN,Altima,2015
2022108079,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,KMHLM4AGXNUA00000,HYUNDAI,Elantra,2022
2022108082,Sideswipe (same dir.),Philadelphia,rear bumper,ML32A4HJ3EHA00000,MITSUBISHI,Mirage,2014
