CRN,COLLISION_TYPE,COUNTY,IMPACT_POINT_NAME,FULL_VIN,Make,Model,ModelYear
2022108084,Head-on,Philadelphia,front bumper/headlight,1N4BL4CV0LCA00000,NISSAN,Altima,2020
2022108084,Head-on,Philadelphia,front bumper/headlight,1N4BL4CV0LCA00000,CADILLAC,CT6,2017
2022108084,Head-on,Philadelphia,front bumper/headlight,1G6KH5R6XHUA00000,NISSAN,Altima,2020
2022108084,Head-on,Philadelphia,front bumper/headlight,1G6KH5R6XHUA00000,CADILLAC,CT6,2017
2022108088,Angle,Philadelphia,front bumper,2G1WF5E36D1A00000,CHEVROLET,Impala,2013
2022108091,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,WAUJ8GFF3J1A00000,AUDI,A3,2018
2022108091,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,WAUJ8GFF3J1A00000,MINI,Countryman,2013
2022108091,Sideswipe (same dir.),Philadelphia,rear bumper,WMWZB3C53DWA00000,AUDI,A3,2018
2022108091,Sideswipe (same dir.),Philadelphia,rear bumper,WMWZB3C53DWA00000,MINI,Countryman,2013
2022108092,Rear-end,Philadelphia,front bumper,1G1BE5SM7G7A00000,CHEVROLET,Cruze,2016
2022108117,Rear-end,Delaware,front bumper/headlight,1N4AL3APXGCA00000,NISSAN,Altima,2016
2022108126,Angle,Delaware,front bumper,19XFB2F91DEA00000,HONDA,Civic,2013
2022108132,Angle,Delaware,front bumper/headlight,1FADP3F26DLA00000,FORD,Focus,2013
2022108274,Angle,Philadelphia,front bumper,1N4BL4CV2LCA00000,NISSAN,Altima,2020
2022108275,Rear-end,Philadelphia,rear bumper,2G1125S37J9A00000,CHEVROLET,Impala,2018
2022108284,Rear-end,Philadelphia,front bumper,1VWBP7A32DCA00000,VOLKSWAGEN,Passat,2013
2022108316,Angle,Philadelphia,front bumper/headlight,5NPD84LF2JHA00000,HYUNDAI,Elantra,2018
2022108338,Rear-end,Delaware,rear bumper,4T1G11AK1LUA00000,TOYOTA,Camry,2020
2022108357,Angle,Delaware,front bumper/headlight,WDDHF8JB3DAA00000,MERCEDES-BENZ,E-Class,2013
2022108535,Rear-end,Montgomery,rear bumper,3KPF24AD9MEA00000,KIA,Forte,2021
2022108592,Angle,Philadelphia,front bumper,3N1CN7AP5FLA00000,NISSAN,Versa,2015
2022108766,Rear-end,Philadelphia,rear bumper,55SWF4KB7GUA00000,MERCEDES-BENZ,C-Class,2016
2022108846,Rear-end,Chester,rear bumper,19XFB2F50EEA00000,HONDA,Civic,2014
2022108916,Other,Chester,front bumper,1ZVBP8AM1C5A00000,FORD,Mustang,2012
2022109024,Rear-end,Philadelphia,rear bumper,2G1WC5E32D1A00000,CHEVROLET,Impala,2013
2022109030,Hit pedestrian,Philadelphia,front bumper/headlight,JTDEAMDE0NJA00000,TOYOTA,Corolla,2022
2022109101,Rear-end,Chester,rear bumper,WA19FAFL6DAA00000,AUDI,A4 allroad,2013
2022109133,Rear-end,Chester,front quarter panel/side mirror,1G4GC5ED7BFA00000,BUICK,LaCrosse,2011
2022109213,Angle,Montgomery,rear bumper/tail light,1HGCV1F10JAA00000,HONDA,Accord,2018
2022109363,Rear-end,Philadelphia,rear bumper,JN1BY1AR2DMA00000,INFINITI,M37,2013
2022109394,Sideswipe (same dir.),Montgomery,rear bumper/tail light,1HGCP2F63BAA00000,HONDA,Accord,2011
2022109412,Angle,Delaware,front bumper/headlight,KMHDC8AE5AUA00000,HYUNDAI,Elantra Touring,2010
2022109456,Rear-end,Delaware,rear bumper/tail light,JM1BL1L89C1A00000,MAZDA,Mazda3,2012
2022109475,Sideswipe (Opposite dir.),Montgomery,front bumper/headlight,1G11X5S39JUA00000,CHEVROLET,Impala,2018
2022109481,Rear-end,Montgomery,rear bumper,2G4GN5EX6F9A00000,BUICK,Regal,2015
2022109506,Angle,Montgomery,front quarter panel/side mirror,JTDBU4EE0AJA00000,TOYOTA,Corolla,2010
2022109525,Rear-end,Delaware,rear bumper/tail light,3MZBN1V77HMA00000,MAZDA,Mazda3,2017
2022109563,Hit pedestrian,Montgomery,front bumper,4T1BF1FKXGUA00000,TOYOTA,Camry,2016
2022109623,Hit pedestrian,Philadelphia,front quarter panel/side mirror,1G4PP5SK0D4A00000,BUICK,Verano,2013
2022109624,Rear-end,Philadelphia,front bumper/headlight,1G1ZD5ST2JFA00000,CHEVROLET,Malibu,2018
2022109683,Angle,Chester,front bumper,1N4BL4DV9MNA00000,NISSAN,Altima,2021
2022109686,Non-collision,Montgomery,front bumper,3FA6P0H7XHRA00000,FORD,Fusion,2017
2022109757,Angle,Philadelphia,front bumper,1G1ZD5ST0LFA00000,CHEVROLET,Malibu,2020
2022109758,Hit fixed object,Philadelphia,front bumper,4T4BF3EK4BRA00000,TOYOTA,Camry,2011
2022109760,Head-on,Philadelphia,front bumper,3KPF24AD4MEA00000,KIA,Forte,2021
2022109815,Angle,Chester,front bumper/headlight,KL8CD6SA0LCA00000,CHEVROLET,Spark,2020
2022109859,Sideswipe (same dir.),Delaware,rear bumper,3LN6L2J96ERA00000,LINCOLN,MKZ,2014
2022110008,Rear-end,Montgomery,rear bumper,5NPD84LF5HHA00000,HYUNDAI,Elantra,2017
2022110121,Angle,Montgomery,front bumper/headlight,3VWL17AJ5HMA00000,VOLKSWAGEN,Jetta,2017
2022110157,Rear-end,Delaware,front bumper/headlight,1G1JC5SH7E4A00000,CHEVROLET,Sonic,2014
2022110274,Rear-end,Montgomery,rear bumper,1N4BL4DV0NNA00000,NISSAN,Altima,2022
2022110286,Rear-end,Delaware,front bumper/headlight,3FA6P0T91GRA00000,FORD,Fusion,2016
2022110286,Rear-end,Delaware,front bumper/headlight,3FA6P0T91GRA00000,TOYOTA,Corolla,2018
2022110286,Rear-end,Delaware,rear bumper,2T1BURHE8JCA00000,FORD,Fusion,2016
2022110286,Rear-end,Delaware,rear bumper,2T1BURHE8JCA00000,TOYOTA,Corolla,2018
2022110339,Angle,Montgomery,front quarter panel/side mirror,1G1PC5SB3D7A00000,CHEVROLET,Cruze,2013
2022110368,Rear-end,Chester,front bumper,1FAHP2D81FGA00000,FORD,Taurus,2015
2022110410,Rear-end,Delaware,front bumper,KNAFW6A38A5A00000,KIA,Forte,2010
2022110545,Head-on,Philadelphia,front bumper,JTDKN3DU8A0A00000,TOYOTA,Prius,2010
2022110560,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,JM1BL1UP1D1A00000,MAZDA,Mazda3,2013
2022110561,Angle,Philadelphia,front bumper/headlight,4S3BWAC65N3A00000,SUBARU,Legacy,2022
2022110581,Rear-end,Montgomery,rear bumper,3FA6P0SU2KRA00000,FORD,Fusion,2019
2022110586,Hit pedestrian,Delaware,front bumper/headlight,W04GY5GV6B1A00000,BUICK,Regal,2011
2022110717,Angle,Delaware,front bumper/headlight,YV140MFB3F2A00000,VOLVO,S60,2015
2022110746,Angle,Chester,front bumper/headlight,4S3BNEN6XJ3A00000,SUBARU,Legacy,2018
2022110793,Rear-end,Montgomery,front bumper,4T1BF1FK3HUA00000,TOYOTA,Camry,2017
2022110839,Angle,Chester,front bumper,1FADP3L93ELA00000,FORD,Focus,2014
2022110839,Angle,Chester,front bumper,1FADP3L93ELA00000,FORD,Focus,2014
2022110839,Angle,Chester,front bumper,1FADP3L93ELA00000,FORD,Focus,2014
2022110839,Angle,Chester,front bumper,1FADP3L93ELA00000,FORD,Focus,2014
2022110856,Rear-end,Montgomery,front bumper/headlight,1N4BL4CV0MNA00000,NISSAN,Altima,2021
2022110874,Rear-end,Montgomery,rear bumper,4T1G11BK8LUA00000,TOYOTA,Camry,2020
2022110912,Angle,Montgomery,rear bumper/tail light,5YJ3E1EA2KFA00000,TESLA,Model 3,2019
2022110918,Head-on,Philadelphia,rear bumper,KNAFX5A85F5A00000,KIA,Forte,2015
2022110921,Sideswipe (same dir.),Philadelphia,rear bumper,1FAHP3HN2AWA00000,FORD,Focus,2010
2022110921,Sideswipe (same dir.),Philadelphia,rear bumper,1FAHP3HN2AWA00000,CHEVROLET,Camaro,2021
2022110921,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1G1FD1RS8M0A00000,FORD,Focus,2010
2022110921,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1G1FD1RS8M0A00000,CHEVROLET,Camaro,2021
2022110924,Angle,Philadelphia,front bumper,1G4PR5SK9F4A00000,BUICK,Verano,2015
2022110934,Rear-end,Chester,rear bumper,1FADP3H22JLA00000,FORD,Focus,2018
2022110968,Sideswipe (same dir.),Montgomery,rear bumper/tail light,KMHL14JA0PAA00000,HYUNDAI,Sonata,2023
2022111003,Angle,Montgomery,front quarter panel/side mirror,JM1DE1KY6D0A00000,MAZDA,Mazda2,2013
2022111023,Angle,Montgomery,front bumper,3FA6P0LUXDRA00000,FORD,Fusion,2013
2022111032,Angle,Delaware,front bumper,1HGCP2F6XBAA00000,HONDA,Accord,2011
2022111034,Rear-end,Montgomery,front bumper,3C3CFFAR4DTA00000,FIAT,500,2013
2022111126,Rear-end,Delaware,rear bumper/tail light,5NPE24AF2GHA00000,HYUNDAI,Sonata,2016
2022111139,Angle,Montgomery,front bumper,1FAHP3FN9AWA00000,FORD,Focus,2010
2022111179,Rear-end,Delaware,front bumper,2G1155S32E9A00000,CHEVROLET,Impala,2014
2022111181,Angle,Delaware,front bumper,3FA6P0HD7GRA00000,FORD,Fusion,2016
2022111283,Rear-end,Montgomery,rear bumper,3KPF24AD7KEA00000,KIA,Forte,2019
2022111389,Rear-end,Montgomery,rear bumper,WBA8E3C54GKA00000,BMW,328i,2016
2022111443,Angle,Delaware,front bumper,2C3CDXHG1EHA00000,DODGE,Charger,2014
2022111448,Hit pedestrian,Delaware,front bumper/headlight,1FADP3F22GLA00000,FORD,Focus,2016
2022111466,Angle,Delaware,front bumper,KNAGM4A75D5A00000,KIA,Optima,2013
2022111470,Hit pedestrian,Montgomery,front bumper/headlight,JM1BM1L7XE1A00000,MAZDA,Mazda3,2014
2022111473,Rear-end,Delaware,rear bumper,WDDUG7KB1FAA00000,MERCEDES-BENZ,S-Class,2015
2022111497,Rear-end,Chester,rear bumper,WDDGF8AB5DAA00000,MERCEDES-BENZ,C-Class,2013
2022111501,Rear-end,Montgomery,front bumper,1C3CCCBB0FNA00000,CHRYSLER,200,2015
2022111570,Rear-end,Montgomery,rear bumper/tail light,ML32F3FJXKHA00000,MITSUBISHI,Mirage G4,2019
2022111573,Angle,Montgomery,rear bumper,ML32A4HJ5HHA00000,MITSUBISHI,Mirage,2017
2022111601,Rear-end,Montgomery,rear bumper,1HGCP2F38AAA00000,HONDA,Accord,2010
2022111621,Hit pedestrian,Montgomery,front quarter panel/side mirror,JTHCF1D27F5A00000,LEXUS,IS,2015
2022111649,Angle,Montgomery,front bumper/headlight,3FAHP0JG1BRA00000,FORD,Fusion,2011
2022111658,Sideswipe (same dir.),Montgomery,front bumper/headlight,1HGCV1F16JAA00000,HONDA,Accord,2018
2022111718,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1N4AA6AP3HCA00000,NISSAN,Maxima,2017
2022111756,Rear-end,Chester,rear bumper/tail light,WBA8Z5C52GGA00000,BMW,328i,2016
2022111761,Angle,Delaware,rear bumper/tail light,1N4AZ1CP6KCA00000,NISSAN,Leaf,2019
2022111817,Sideswipe (same dir.),Philadelphia,front bumper/headlight,WBAPK5C59AAA00000,BMW,328i,2010
2022111854,Rear-end,Philadelphia,rear bumper,3N1CE2CP3ELA00000,NISSAN,Versa Note,2014
2022111876,Rear-end,Philadelphia,rear bumper,4T1KZ1AK1LUA00000,TOYOTA,Camry,2020
2022111947,Rear-end,Chester,rear bumper/tail light,1HGCS1B73BAA00000,HONDA,Accord,2011
2022111993,Hit pedestrian,Chester,front quarter panel/side mirror,5NPE24AAXFHA00000,HYUNDAI,Sonata,2015
2022111995,Angle,Chester,front bumper/headlight,2G61P5S36D9A00000,CADILLAC,XTS,2013
2022112136,Angle,Chester,front bumper,99999999999A00000,,,NA
2022112192,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1HGCV2F36MAA00000,HONDA,Accord,2021
2022112193,Angle,Philadelphia,rear bumper,1HGCV2F31LAA00000,HONDA,Accord,2020
2022112193,Angle,Philadelphia,rear bumper,1HGCV2F31LAA00000,NISSAN,Altima,2013
2022112193,Angle,Philadelphia,front bumper/headlight,1N4AL3APXDCA00000,HONDA,Accord,2020
2022112193,Angle,Philadelphia,front bumper/headlight,1N4AL3APXDCA00000,NISSAN,Altima,2013
2022112205,Rear-end,Philadelphia,rear bumper,JHMFC1F39KXA00000,HONDA,Civic,2019
2022112205,Rear-end,Philadelphia,rear bumper,JHMFC1F39KXA00000,FORD,Fusion,2013
2022112205,Rear-end,Philadelphia,rear bumper/tail light,3FA6P0K94DRA00000,HONDA,Civic,2019
2022112205,Rear-end,Philadelphia,rear bumper/tail light,3FA6P0K94DRA00000,FORD,Fusion,2013
2022112207,Rear-end,Philadelphia,front bumper,3C3CFFAR4DTA00000,FIAT,500,2013
2022112219,Rear-end,Philadelphia,rear bumper,1N4AL3AP7FCA00000,NISSAN,Altima,2015
2022112220,Head-on,Philadelphia,front bumper/headlight,5YFBU4EE8CPA00000,TOYOTA,Corolla,2012
2022112220,Head-on,Philadelphia,front bumper/headlight,5YFBU4EE8CPA00000,TOYOTA,Camry,2018
2022112220,Head-on,Philadelphia,front bumper/headlight,4T1B11HK1JUA00000,TOYOTA,Corolla,2012
2022112220,Head-on,Philadelphia,front bumper/headlight,4T1B11HK1JUA00000,TOYOTA,Camry,2018
2022112223,Angle,Philadelphia,front quarter panel/side mirror,1C3CCCBG6FNA00000,CHRYSLER,200,2015
2022112238,Angle,Philadelphia,front bumper/headlight,1FADP3F28DLA00000,FORD,Focus,2013
2022112238,Angle,Philadelphia,front bumper/headlight,1FADP3F28DLA00000,TOYOTA,Corolla,2022
2022112238,Angle,Philadelphia,front bumper/headlight,5YFS4MCE9NPA00000,FORD,Focus,2013
2022112238,Angle,Philadelphia,front bumper/headlight,5YFS4MCE9NPA00000,TOYOTA,Corolla,2022
2022112241,Rear-end,Philadelphia,front bumper/headlight,1N4AL3AP9FCA00000,NISSAN,Altima,2015
2022112243,Angle,Philadelphia,front bumper,3VW217AU9GMA00000,VOLKSWAGEN,Golf,2016
2022112256,Angle,Philadelphia,front bumper,1FAHP2F84EGA00000,FORD,Taurus,2014
2022112276,Angle,Montgomery,front bumper/headlight,1N4AL3AP1HCA00000,NISSAN,Altima,2017
2022112371,Rear-end,Philadelphia,front bumper,1HGCP2F45AAA00000,HONDA,Accord,2010
2022112402,Angle,Philadelphia,front bumper/headlight,3FAHP0HA3ARA00000,FORD,Fusion,2010
2022112425,Angle,Delaware,front bumper,2G1105SA3H9A00000,CHEVROLET,Impala,2017
2022112427,Angle,Montgomery,front bumper,3VWDB7AJ0HMA00000,VOLKSWAGEN,Jetta,2017
2022112437,Rear-end,Montgomery,rear bumper,1G1ZD5ST8JFA00000,CHEVROLET,Malibu,2018
2022112454,Rear-end,Chester,front bumper,1G1ZD5STXLFA00000,CHEVROLET,Malibu,2020
2022112549,Angle,Montgomery,front bumper,1HGCV2F32KAA00000,HONDA,Accord,2019
2022112553,Angle,Montgomery,front bumper/headlight,4T1BF3EK4BUA00000,TOYOTA,Camry,2011
2022112557,Angle,Montgomery,front bumper,3N1AB7AP7HYA00000,NISSAN,Sentra,2017
2022112692,Rear-end,Montgomery,rear bumper,WDDLJ9BB8DAA00000,MERCEDES-BENZ,CLS-Class,2013
2022112756,Angle,Philadelphia,front bumper,1HGCR3F95HAA00000,HONDA,Accord,2017
2022112765,Rear-end,Philadelphia,front bumper,1HGCV1F30LAA00000,HONDA,Accord,2020
2022112895,Angle,Philadelphia,front bumper,1C3CDFBB5EDA00000,DODGE,Dart,2014
2022112915,Head-on,Philadelphia,front bumper,3MYDLBYV9KYA00000,TOYOTA,Yaris,2019
2022112915,Head-on,Philadelphia,front bumper,3MYDLBYV9KYA00000,SUBARU,Impreza,2018
2022112915,Head-on,Philadelphia,front bumper,4S3GTAB65J3A00000,TOYOTA,Yaris,2019
2022112915,Head-on,Philadelphia,front bumper,4S3GTAB65J3A00000,SUBARU,Impreza,2018
2022112946,Rear-end,Montgomery,rear bumper,WDD1J6JB6KFA00000,MERCEDES-BENZ,E-Class,2019
2022112952,Angle,Montgomery,front bumper,JHMFE1F72NXA00000,HONDA,Civic,2022
2022112966,Angle,Montgomery,front bumper/headlight,2G1145S36H9A00000,CHEVROLET,Impala,2017
2022112994,Sideswipe (same dir.),Delaware,rear bumper/tail light,3KPC24A30KEA00000,HYUNDAI,Accent,2019
2022113022,Angle,Delaware,front bumper,3N1AB6AP6ALA00000,NISSAN,Sentra,2010
2022113107,Rear-end,Delaware,rear bumper/tail light,2G4GT5GX5F9A00000,BUICK,Regal,2015
2022113107,Rear-end,Delaware,rear bumper/tail light,2G4GT5GX5F9A00000,CHEVROLET,Cobalt,2010
2022113107,Rear-end,Delaware,rear bumper/tail light,1G1AD5F54A7A00000,BUICK,Regal,2015
2022113107,Rear-end,Delaware,rear bumper/tail light,1G1AD5F54A7A00000,CHEVROLET,Cobalt,2010
2022113108,Hit fixed object,Montgomery,front quarter panel/side mirror,1HGCV1F51JAA00000,HONDA,Accord,2018
2022113116,Angle,Montgomery,front bumper/headlight,1G11B5SA0DFA00000,CHEVROLET,Malibu,2013
2022113191,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,JH4CU2F63ACA00000,ACURA,TSX,2010
2022113192,Rear-end,Philadelphia,front bumper,1N4AL2AP8ANA00000,NISSAN,Altima,2010
2022113196,Angle,Philadelphia,front bumper,KMHD35LE8DUA00000,HYUNDAI,Elantra,2013
2022113198,Rear-end,Philadelphia,rear bumper,2T1BU4EE1DCA00000,TOYOTA,Corolla,2013
2022113198,Rear-end,Philadelphia,rear bumper,2T1BU4EE1DCA00000,TOYOTA,Prius,2010
2022113198,Rear-end,Philadelphia,front bumper,JTDKN3DU4A0A00000,TOYOTA,Corolla,2013
2022113198,Rear-end,Philadelphia,front bumper,JTDKN3DU4A0A00000,TOYOTA,Prius,2010
2022113331,Rear-end,Philadelphia,rear bumper/tail light,KMHDU4AD7AUA00000,HYUNDAI,Elantra,2010
2022113334,Angle,Philadelphia,front bumper,7JRA22TL7LGA00000,VOLVO,S60,2020
2022113335,Angle,Philadelphia,rear bumper,KMHD04LB9HUA00000,HYUNDAI,Elantra,2017
2022113368,Rear-end,Chester,front bumper,YV4102WK2L1A00000,VOLVO,V60CC,2020
2022113400,Rear-end,Delaware,front bumper,19XZE4F13KEA00000,HONDA,Insight,2019
2022113400,Rear-end,Delaware,front bumper,19XZE4F13KEA00000,HYUNDAI,Elantra,2021
2022113400,Rear-end,Delaware,front bumper,5NPLM4AG2MHA00000,HONDA,Insight,2019
2022113400,Rear-end,Delaware,front bumper,5NPLM4AG2MHA00000,HYUNDAI,Elantra,2021
2022113433,Angle,Delaware,front quarter panel/side mirror,1N4AL3AP3FCA00000,NISSAN,Altima,2015
2022113476,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,JTHBK1EG0A2A00000,LEXUS,ES,2010
2022113591,Angle,Philadelphia,rear bumper,JTDEPRAE6LJA00000,TOYOTA,Corolla,2020
2022113591,Angle,Philadelphia,rear bumper,JTDEPRAE6LJA00000,BMW,328i,2015
2022113591,Angle,Philadelphia,front bumper,WBA3B3G54FNA00000,TOYOTA,Corolla,2020
2022113591,Angle,Philadelphia,front bumper,WBA3B3G54FNA00000,BMW,328i,2015
2022113617,Angle,Philadelphia,front bumper,1FAHP2F83DGA00000,FORD,Taurus,2013
2022113631,Rear-end,Delaware,rear bumper,1G1ZE5ST6GFA00000,CHEVROLET,Malibu,2016
2022113663,Rear-end,Chester,front bumper,2C3CDXBG1KHA00000,DODGE,Charger,2019
2022113663,Rear-end,Chester,front bumper,2C3CDXBG1KHA00000,FORD,Fusion,2019
2022113663,Rear-end,Chester,rear bumper,3FA6P0G73KRA00000,DODGE,Charger,2019
2022113663,Rear-end,Chester,rear bumper,3FA6P0G73KRA00000,FORD,Fusion,2019
2022113691,Angle,Delaware,front bumper/headlight,5YJ3E1EB6MFA00000,TESLA,Model 3,2021
2022113705,Rear-end,Philadelphia,front bumper/headlight,1N4AL3AP1DNA00000,NISSAN,Altima,2013
2022113705,Rear-end,Philadelphia,front bumper/headlight,1N4AL3AP1DNA00000,TOYOTA,Camry,2017
2022113705,Rear-end,Philadelphia,rear bumper/tail light,4T1BF1FK1HUA00000,NISSAN,Altima,2013
2022113705,Rear-end,Philadelphia,rear bumper/tail light,4T1BF1FK1HUA00000,TOYOTA,Camry,2017
2022113714,Rear-end,Philadelphia,rear bumper,KNAFW4A34D5A00000,KIA,Forte,2013
2022113714,Rear-end,Philadelphia,rear bumper,KNAFW4A34D5A00000,HYUNDAI,Accent,2017
2022113714,Rear-end,Philadelphia,front bumper/headlight,KMHCT4AE1HUA00000,KIA,Forte,2013
2022113714,Rear-end,Philadelphia,front bumper/headlight,KMHCT4AE1HUA00000,HYUNDAI,Accent,2017
2022113716,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1FA6P8CF7F5A00000,FORD,Mustang,2015
2022113719,Rear-end,Philadelphia,front bumper,1G1AD1F53A7A00000,CHEVROLET,Cobalt,2010
2022113723,Rear-end,Montgomery,rear bumper,1N4AL3AP6JCA00000,NISSAN,Altima,2018
2022113723,Rear-end,Montgomery,rear bumper,1N4AL3AP6JCA00000,TOYOTA,Prius,2013
2022113723,Rear-end,Montgomery,rear bumper,JTDKN3DU2D1A00000,NISSAN,Altima,2018
2022113723,Rear-end,Montgomery,rear bumper,JTDKN3DU2D1A00000,TOYOTA,Prius,2013
2022113730,Rear-end,Philadelphia,rear bumper,WDDSJ4GB3JNA00000,MERCEDES-BENZ,CLA-Class,2018
2022113736,Rear-end,Montgomery,front bumper,1G1ZD5ST4MFA00000,CHEVROLET,Malibu,2021
2022113749,Angle,Philadelphia,front bumper/headlight,1N4AL3AP2DCA00000,NISSAN,Altima,2013
2022113750,Angle,Philadelphia,front quarter panel/side mirror,JH4CU2F6XACA00000,ACURA,TSX,2010
2022113751,Angle,Delaware,front bumper,2HGFG3B88DHA00000,HONDA,Civic,2013
2022113753,Rear-end,Philadelphia,rear bumper/tail light,1N4AL2AP6CNA00000,NISSAN,Altima,2012
2022113759,Angle,Philadelphia,front bumper,2G11Z5S33K9A00000,CHEVROLET,Impala,2019
2022113777,Head-on,Delaware,front bumper/headlight,1N4AL3AP1JCA00000,NISSAN,Altima,2018
2022113815,Angle,Montgomery,front bumper,5NPDH4AE8DHA00000,HYUNDAI,Elantra,2013
2022113904,Angle,Delaware,front quarter panel/side mirror,1N4AA6AP0HCA00000,NISSAN,Maxima,2017
2022113904,Angle,Delaware,front quarter panel/side mirror,1N4AA6AP0HCA00000,HYUNDAI,Sonata,2013
2022113904,Angle,Delaware,front quarter panel/side mirror,5NPEB4AC5DHA00000,NISSAN,Maxima,2017
2022113904,Angle,Delaware,front quarter panel/side mirror,5NPEB4AC5DHA00000,HYUNDAI,Sonata,2013
2022113974,Hit fixed object,Philadelphia,front bumper,3MYDLBYV8HYA00000,TOYOTA,Yaris iA,2017
2022114024,Angle,Delaware,rear bumper/tail light,1G1125S32JUA00000,CHEVROLET,Impala,2018
2022114075,Rear-end,Philadelphia,front bumper/headlight,1N4AL3AP9FCA00000,NISSAN,Altima,2015
2022114075,Rear-end,Philadelphia,front bumper/headlight,1N4AL3AP9FCA00000,CHEVROLET,Camaro,2012
2022114075,Rear-end,Philadelphia,rear bumper/tail light,2G1FC1E33C9A00000,NISSAN,Altima,2015
2022114075,Rear-end,Philadelphia,rear bumper/tail light,2G1FC1E33C9A00000,CHEVROLET,Camaro,2012
2022114101,Rear-end,Delaware,rear bumper,4T1BF1FK3HUA00000,TOYOTA,Camry,2017
2022114123,Angle,Montgomery,front bumper/headlight,1G1PE5SB2F7A00000,CHEVROLET,Cruze,2015
2022114162,Sideswipe (same dir.),Delaware,front bumper/headlight,4T1M11AK0LUA00000,TOYOTA,Camry,2020
2022114235,Angle,Philadelphia,front bumper/headlight,2G1WB5EK8A1A00000,CHEVROLET,Impala,2010
2022114252,Angle,Montgomery,front bumper/headlight,3N1AB6AP3BLA00000,NISSAN,Sentra,2011
2022114258,Rear-end,Delaware,rear bumper,2G1115S37G9A00000,CHEVROLET,Impala,2016
2022114262,Hit fixed object,Delaware,front bumper,19XFB2F59EEA00000,HONDA,Civic,2014
2022114294,Rear-end,Philadelphia,front bumper,2C3CDZBT2MHA00000,DODGE,Challenger,2021
2022114340,Rear-end,Philadelphia,rear bumper,5YJ3E1EAXMFA00000,TESLA,Model 3,2021
2022114347,Rear-end,Philadelphia,front bumper,1G1ZB5EB7AFA00000,CHEVROLET,Malibu,2010
2022114394,Rear-end,Montgomery,rear bumper,KMHTC6AD7CUA00000,HYUNDAI,Veloster,2012
2022114394,Rear-end,Montgomery,rear bumper,KMHTC6AD7CUA00000,HYUNDAI,Accent,2014
2022114394,Rear-end,Montgomery,rear bumper,KMHCU4AE5EUA00000,HYUNDAI,Veloster,2012
2022114394,Rear-end,Montgomery,rear bumper,KMHCU4AE5EUA00000,HYUNDAI,Accent,2014
2022114460,Rear-end,Chester,rear bumper,1G1ZC5E1XBFA00000,CHEVROLET,Malibu,2011
2022114460,Rear-end,Chester,rear bumper,1G1ZC5E1XBFA00000,BMW,530i,2017
2022114460,Rear-end,Chester,rear bumper,WBAJA7C39HGA00000,CHEVROLET,Malibu,2011
2022114460,Rear-end,Chester,rear bumper,WBAJA7C39HGA00000,BMW,530i,2017
2022114516,Rear-end,Philadelphia,rear bumper,2T1BURHE4JCA00000,TOYOTA,Corolla,2018
2022114516,Rear-end,Philadelphia,rear bumper,2T1BURHE4JCA00000,BUICK,LaCrosse,2013
2022114516,Rear-end,Philadelphia,rear bumper,1G4GF5E3XDFA00000,TOYOTA,Corolla,2018
2022114516,Rear-end,Philadelphia,rear bumper,1G4GF5E3XDFA00000,BUICK,LaCrosse,2013
2022114600,Angle,Philadelphia,front bumper,5YFEPMAE6NPA00000,TOYOTA,Corolla,2022
2022114600,Angle,Philadelphia,front bumper,5YFEPMAE6NPA00000,BUICK,LaCrosse,2011
2022114600,Angle,Philadelphia,rear bumper/tail light,1G4GE5GD5BFA00000,TOYOTA,Corolla,2022
